管轄市町村名,避難先名称,避難種別,指定区分,指定場所,災害区分,土砂災害・浸水・津波浸水予測地域,風水害,津波,耐震性,備蓄の有無,備蓄品目,標高（m）,経度：東経(世界測地系10進法),緯度：北緯(世界測地系10進法),発電機の有無,発動発電機（可搬型）,自家発電機,施設面積〈屋内〉（㎡）,施設面積〈屋外〉（㎡）,収容人数(避難所),収容人数(避難場所）,所在地,備考1
串本町,須江崎の坂,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,34,135.827269,33.45538,,,,,,,25,串本町須江,
串本町,須江消防屯所,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,27,135.82582,33.456508,,,,,,,35,串本町須江,
串本町,中尾の坂,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,21,135.826925,33.457188,,,,,,,30,串本町須江,
串本町,カケノ農道,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,31,135.829974,33.458668,,,,,,,15,串本町須江,
串本町,旧須江小学校,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,53,135.827301,33.459513,,,,,,,20,串本町須江,
串本町,大島保育所裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,27,135.809431,33.476626,,,,,,,30,串本町大島,
串本町,温泉前,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,24,135.804044,33.47172,,,,,,,40,串本町大島,
串本町,水門神社,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,39,135.804724,33.471637,,,,,,,50,串本町大島73-2,
串本町,忠魂碑,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.802515,33.469835,,,,,,,30,串本町大島,
串本町,打越,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,11,135.800743,33.469221,,,,,,,20,串本町大島,
串本町,水谷高台,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,○,,12,135.80036,33.466949,,,,,,,15,串本町大島,
串本町,薬師堂（観福寺）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,18,135.793377,33.451421,,,,,,,4,串本町出雲87-2,
串本町,西の丘,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,43,135.792291,33.449898,,,,,,,20,串本町出雲,
串本町,出雲集会所裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,42,135.791563,33.449265,,,,,,,35,串本町出雲,
串本町,牛尾野,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,31,135.791717,33.453268,,,,,,,30,串本町出雲,
串本町,ジョロコシ,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,36,135.791642,33.451585,,,,,,,20,串本町出雲,
串本町,墓地付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,43,135.790882,33.449891,,,,,,,30,串本町出雲,
串本町,墓地登り口,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.79007,33.451338,,,,,,,30,串本町出雲,
串本町,竹林裏,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,10,135.789995,33.449383,,,,,,,30,串本町出雲,
串本町,イカシキ,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,22,135.791185,33.455282,,,,,,,15,串本町出雲,
串本町,旧小学校跡付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,43,135.789585,33.453288,,,,,,,15,串本町出雲,
串本町,周遊道路,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.785274,33.448748,,,,,,,50,串本町出雲,
串本町,ヘイチの坂,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,19,135.787757,33.449965,,,,,,,40,串本町出雲,
串本町,出雲小学校,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,☆☆☆,☆☆☆,耐震　,○,アルファ米,46,135.785695,33.447823,,,,,,,50,串本町出雲1617-21,
串本町,潮岬幼稚園,避難場所,,,洪水　崖崩れ・土石流及び地滑り　津波　,,☆☆☆,☆☆☆,耐震　,,,52,135.756695,33.447749,,,,,,,50,串本町潮岬3349-1,
串本町,消防防災センター（消防本部・串本消防署）,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,☆,☆☆☆,耐震　,,,24,135.787076,33.482602,,,,,,,30,串本町サンゴ台1256-1,
串本町,総合運動公園,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,40,135.784299,33.482874,,,,,,,300,串本町サンゴ台,
串本町,イベント広場,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,30,135.78413,33.480293,,,,,,,200,串本町サンゴ台,
串本町,雨天練習場付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,12,135.783393,33.480096,,,,,,,200,串本町サンゴ台,
串本町,矢ノ熊谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.779636,33.475457,,,,,,,50,串本町串本,
串本町,矢ノ熊踏切急傾斜上,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,26,135.780031,33.474483,,,,,,,50,串本町串本,
串本町,尾の浦奥,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,13,135.784152,33.46033,,,,,,,20,串本町串本,
串本町,Aコープ付近登り口,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,15,135.781545,33.461874,,,,,,,50,串本町串本,
串本町,串本中学校裏山,避難場所,,緊急避難は校舎3階以上,津波　,土砂災害予測地域　,,☆☆☆,,,,13,135.780759,33.462984,,,,,,,60,串本町串本,
串本町,雇用促進住宅,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,16,135.77713,33.461711,,,,,,,200,串本町串本,
串本町,ギオン山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,17,135.775413,33.468113,,,,,,,50,串本町串本,
串本町,幼稚園横高台,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,16,135.776778,33.472879,,,,,,,70,串本町串本,
串本町,西の岡（墓地上）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,40,135.775276,33.473361,,,,,,,50,串本町串本,
串本町,西の岡（図書館裏山）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,17,135.776189,33.471281,,,,,,,100,串本町串本,
串本町,串本小学校裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,17,135.775888,33.471402,,,,,,,100,串本町串本,
串本町,西の岡（本町通り裏山）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,30,135.775559,33.470508,,,,,,,150,串本町串本,
串本町,エビス山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,13,135.774175,33.473017,,,,,,,20,串本町串本,
串本町,マリンセンター裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,19,135.773826,33.473371,,,,,,,25,串本町串本,
串本町,地蔵道,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,32,135.773532,33.473726,,,,,,,30,串本町串本,
串本町,西の岡（袋側）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,48,135.774499,33.473729,,,,,,,150,串本町串本,
串本町,備蓄倉庫前（西の岡）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,22,135.775323,33.473232,,,,,,,200,串本町串本,
串本町,渡船前,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,21,135.775833,33.477394,,,,,,,20,串本町串本,
串本町,くしもとこども園（つばき園舎）,避難場所,,,,土砂災害予測地域　津波浸水予測地域,☆,,耐震　,,,6,135.777649,33.47297,,,,759,,,253,串本町串本508-3,
串本町,くしもとこども園（さくら園舎）,避難場所,,,洪水　,土砂災害予測地域　津波浸水予測地域,☆☆☆,,耐震　,,,5,135.780972,33.468914,,,,1222,,,407,串本町串本502,
串本町,和歌山東漁協津波避難タワー,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,,,18,135.781631,33.466247,,,,,214,,71,串本町串本1885-1,
串本町,津波避難タワー（串本）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,○,簡易トイレ、毛布、ブルーシート,10,135.778755,33.464219,,,,,35,,12,串本町串本1434-1,
串本町,串本警察署（屋上）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,,,14,135.785571,33.478288,,,,,644,,215,串本町串本2114,
串本町,成和ビル（屋上）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,○,簡易トイレ,13,135.782079,33.471759,,,,,210,,70,串本町串本2304,
串本町,紀乃国屋ビル（屋上）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,○,簡易トイレ,12,135.781456,33.472252,,,,,209,,70,串本町串本1801,
串本町,旧NTTビル（屋上）,避難場所,,津波避難目標地点,津波　,津波浸水予測地域,,☆,耐震　,,,22,135.779333,33.468808,,,,,538,,179,串本町串本1894-1,
串本町,大乗,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,31,135.774078,33.480342,,,,,,,20,串本町二色,
串本町,茶山東,避難場所,,津波避難目標地点,地震　津波　,土砂災害予測地域　,,☆☆☆,,,,25,135.77353,33.479799,,,,,,,15,串本町二色,
串本町,茶山西,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,18,135.771209,33.480187,,,,,,,20,串本町二色,
串本町,キッチョモ裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,31,135.770583,33.482099,,,,,,,25,串本町二色,
串本町,稲荷神社裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,30,135.771119,33.485749,,,,,,,30,串本町二色,
串本町,法雲寺裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,22,135.770172,33.487142,,,,,,,10,串本町二色,
串本町,楠の下,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,24,135.769757,33.488279,,,,,,,20,串本町二色,
串本町,にしき園（屋上）,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆,耐震　,,,19,135.768768,33.489004,,,,,,,80,串本町二色160,
串本町,戸先２,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,30,135.768903,33.478847,,,,,,,10,串本町二色,
串本町,戸先１,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,32,135.76888,33.478391,,,,,,,10,串本町二色,
串本町,伊平裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,40,135.769127,33.480367,,,,,,,15,串本町二色,
串本町,戸畔,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,42,135.76937,33.481411,,,,,,,25,串本町二色,
串本町,又射谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,18,135.766057,33.48412,,,,,,,25,串本町二色,
串本町,旧錦富小学校裏山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,30,135.765135,33.48387,,,,,,,30,串本町二色360,
串本町,旧錦富小学校（屋上）,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　津波浸水予測地域,,☆☆,耐震　,,,15,135.765095,33.483488,,,,,1291,430,430,串本町二色360,
串本町,JR高富変電所前,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,30,135.762126,33.491421,,,,,,,15,串本町高富,
串本町,集会所裏,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.762818,33.485178,,,,,,,15,串本町高富,
串本町,個人宅裏,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.758312,33.485783,,,,,,,,串本町高富,
串本町,釜郷原,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.761019,33.486793,,,,,,,25,串本町高富,
串本町,ミカン畑２,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,44,135.758348,33.485812,,,,,,,30,串本町高富,
串本町,ミカン畑１,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,35,135.758098,33.485582,,,,,,,30,串本町高富,
串本町,トラ谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,31,135.750689,33.483125,,,,,,,20,串本町高富,
串本町,国道４２号（逢坂山トンネル方面）,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,24,135.753958,33.500226,,,,,,,30,串本町高富,
串本町,逢坂山トンネル付近,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,13,135.739678,33.484518,,,,,,,35,串本町有田,
串本町,貝岡中の硲,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,15,135.741119,33.487922,,,,,,,40,串本町有田,
串本町,和助の山A,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.739667,33.486441,,,,,,,40,串本町有田,
串本町,天理の丘,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,12,135.738753,33.486977,,,,,,,25,串本町有田,
串本町,港谷配水池,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,13,135.737891,33.488587,,,,,,,35,串本町有田,
串本町,正覚寺柿山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.736214,33.489225,,,,,,,30,串本町有田,
串本町,風吹山登山口,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,8,135.739279,33.493028,,,,,,,40,串本町有田,
串本町,串本有田病院付近,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,22,135.73871,33.494121,,,,,,,50,串本町有田,
串本町,大山町営住宅B,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.736245,33.491904,,,,,,,70,串本町有田,
串本町,大山町営住宅A,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,12,135.735723,33.491917,,,,,,,80,串本町有田,
串本町,串本西小学校裏山,避難場所,,震災時は校舎2階以上,津波　,,,☆☆☆,,○,,20,135.733879,33.491477,,,,,,,80,串本町有田,
串本町,チンチンアメ,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,8,135.731849,33.492243,,,,,,,15,串本町有田上,
串本町,和田地,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.733518,33.489582,,,,,,,35,串本町有田,
串本町,次右衛門谷,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,6,135.734086,33.487966,,,,,,,25,串本町有田,
串本町,出水の谷,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,12,135.733828,33.486966,,,,,,,20,串本町有田,
串本町,佐々木山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.734419,33.486022,,,,,,,20,串本町有田,
串本町,旧国道（入谷）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.73188,33.485444,,,,,,,25,串本町有田,
串本町,国道４２号（田並寄）,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,15,135.731394,33.486678,,,,,,,30,串本町有田,
串本町,宝生寺,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,22,135.732144,33.493778,,,,,,,18,串本町有田上94,
串本町,国道42号串本方面,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,17,135.720853,33.486731,,,,,,,20,串本町田並,
串本町,旧国道１,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,21,135.718483,33.4856,,,,,,,50,串本町田並,
串本町,天神,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,23,135.719648,33.490211,,,,,,,50,串本町田並,
串本町,個人宅付近裏墓地,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,16,135.73531,33.493478,,,,,,,20,串本町田並上,
串本町,個人宅付近裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,9,135.718961,33.495168,,,,,,,15,串本町田並上,
串本町,荒計谷,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,18,135.716662,33.497547,,,,,,,20,串本町田並上,
串本町,津呂地平見,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,15,135.71756,33.492865,,,,,,,30,串本町田並上,
串本町,串本西中学校（２階以上）,避難場所,,震災時は校舎2階以上,洪水　津波　,土砂災害予測地域　津波浸水予測地域,☆,☆☆,耐震　,○,,12,135.716668,33.490273,,,,,,,100,串本町田並1300,
串本町,旧田並小学校体育館裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,33,135.716752,33.489366,,,,,,,25,串本町田並,
串本町,西峰２,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.717439,33.488968,,,,,,,20,串本町田並,
串本町,西峰１,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.715773,33.488235,,,,,,,20,串本町田並,
串本町,円光寺裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,18,135.715673,33.48743,,,,,,,35,串本町田並,
串本町,JRトンネル裏,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,35,135.714283,33.487941,,,,,,,25,串本町田並,
串本町,灰地,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,42,135.713253,33.486724,,,,,,,20,串本町田並,
串本町,のうなぎ２,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,20,135.710253,33.489651,,,,,,,30,串本町田並,
串本町,のうなぎ１,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,31,135.709834,33.489891,,,,,,,30,串本町田並,
串本町,国道４２号（いねむりパーキング付近）,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,10,135.717428,33.48545,,,,,,,25,串本町田並,
串本町,国道42号（山側）江田平見登口,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,21,135.70437,33.490443,,,,,,,50,串本町江田,
串本町,国道42号（海側）松尾平見登口,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.704319,33.48934,,,,,,,60,串本町江田,
串本町,個人宅付近,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.702271,33.495663,,,,,,,15,串本町江田430,
串本町,個人宅付近,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.702595,33.49436,,,,,15,,,串本町江田500-4,
串本町,個人宅付近,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.703949,33.493696,,,,,,,15,串本町江田613,
串本町,個人宅付近,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,21,135.704227,33.492214,,,,,,,15,串本町江田660,
串本町,個人宅付近裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.701623,33.494524,,,,,,,40,串本町江田,
串本町,個人宅付近裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,18,135.701215,33.496367,,,,,,,20,串本町江田,
串本町,個人宅付近裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,10,135.700582,33.496788,,,,,,,20,串本町江田,
串本町,個人宅付近裏山,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,20,135.698597,33.495848,,,,,,,30,串本町江田,
串本町,富山平見,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,39,135.688574,33.491361,,,,,,,50,串本町田子,
串本町,中の平見中央,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,40,135.684912,33.491665,,,,,,,80,串本町田子,
串本町,久美屋裏山,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,22,135.683643,33.490666,,,,,,,30,串本町田子,
串本町,田子区民会館裏山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.683679,33.492461,,,,,,,50,串本町田子,
串本町,元峰平見下,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,20,135.680711,33.490804,,,,,,,30,串本町田子,
串本町,元峰平見上,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,44,135.682388,33.492835,,,,,,,40,串本町田子,
串本町,JR田子駅,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,13,135.677572,33.490362,,,,,,,70,串本町和深2954,
串本町,金崎ガード裏山,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,15,135.67304,33.491653,,,,,,,35,串本町和深,
串本町,九ノ平見,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,22,135.671841,33.491634,,,,,,,50,串本町和深,
串本町,不動さん,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,17,135.66998,33.493303,,,,,,,25,串本町和深,
串本町,あらの坂,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,21,135.669841,33.497048,,,,,,,40,串本町和深,
串本町,鉄道法面,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,○,簡易トイレ、アルファ米、保存水、毛布、ブルーシート,11,135.668811,33.493238,,,,,,,15,串本町和深,
串本町,安指大橋の西,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,19,135.66842,33.49186,,,,,,,50,串本町和深,
串本町,安指平見,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,26,135.66724,33.493783,,,,,,,70,串本町和深2143,
串本町,民宿えびす付近,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,17,135.660751,33.498881,,,,,,,50,串本町和深1936-1,
串本町,和深屯所付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,土砂災害予測地域　,,☆☆☆,,○,アルファ米、無線機、保存水,14,135.65858,33.501874,,,,,,,60,串本町和深1027,
串本町,和田谷,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,15,135.658042,33.503372,,,,,,,20,串本町和深,
串本町,中嶋,避難場所,,津波避難目標地点,津波　,土砂災害予測地域　,,☆☆☆,,,,13,135.657645,33.504049,,,,,,,20,串本町和深,
串本町,上野,避難場所,,津波避難目標地点,津波　,,,☆☆☆,,,,44,135.655961,33.503865,,,,,,,20,串本町和深,
串本町,ＪＲ和深駅付近,避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　津波　,,,☆☆☆,,,,14,135.654982,33.501147,,,,,,,30,串本町和深800,
串本町,正覚寺,避難所を兼ねる避難場所,,,地震　,津波浸水予測地域,,,,,,5,135.736378,33.489192,,,,105,,35,35,串本町有田520,
串本町,串本西小学校(体育館),避難所を兼ねる避難場所,,,地震　,津波浸水予測地域,,,耐震　,○,アルファ米、間仕切り,4,135.734433,33.490738,,,,554,,185,185,串本町有田411,
串本町,円光寺,避難所を兼ねる避難場所,,,地震　,津波浸水予測地域,,,,,,6,135.716258,33.48729,,,,150,,50,50,串本町田並1141,
串本町,串本西中学校(体育館),避難所を兼ねる避難場所,,,地震　,土砂災害予測地域　津波浸水予測地域,,,耐震　,○,アルファ米、間仕切り,5,135.71677,33.490192,,,,474,,158,158,串本町田並1300,
串本町,旧田並小学校(体育館),避難所を兼ねる避難場所,,,地震　,津波浸水予測地域,,,耐震　,,,5,135.717429,33.488678,,,,234,,78,78,串本町田並1212,
串本町,植松防災センター（２階以上）,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆,,,,9,135.776603,33.466379,,,,32,,10,10,串本町串本1403-8,
串本町,旧錦富小学校体育館,避難所を兼ねる避難場所,,,洪水　地震　,土砂災害予測地域　津波浸水予測地域,☆☆☆,,,,,,135.765081,33.483508,,,,,,150,150,串本町二色360,
串本町,旧稲村環境管理センター,避難所を兼ねる避難場所,,,洪水　津波　,,,☆☆☆,,,,48,135.738891,33.481974,,,,,,32,32,串本町有田883,
串本町,和深前地コミュニティセンター,避難所を兼ねる避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　地震　津波　,,,☆☆☆,耐震　,,,32,135.651825,33.500622,,,,93,,31,31,串本町和深697-2,
串本町,和深公民館,避難所を兼ねる避難場所,,緊急避難は2階以上,洪水　地震　,土砂災害予測地域　,☆☆☆,,耐震　,○,毛布,6,135.656882,33.502523,,,,401,,134,134,串本町和深910,
串本町,六勝寺,避難所を兼ねる避難場所,,津波避難目標地点,地震　津波　,,☆,☆☆☆,,○,アルファ米、保存水、毛布,10,135.811613,33.529808,,,,76,,25,25,串本町古田197,
串本町,老人憩の家「福寿荘」,避難所を兼ねる避難場所,,,崖崩れ・土石流及び地滑り　地震　,土砂災害予測地域　津波浸水予測地域,☆☆☆,,耐震　,,,8,135.796986,33.497799,,,,148,,49,49,串本町姫718-1,
串本町,老人憩の家「わかしお」,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　,津波浸水予測地域,☆☆☆,,耐震　,,,5,135.779163,33.46746,,,,326,,109,109,串本町串本1252,
串本町,蓮生寺,避難所を兼ねる避難場所,,津波避難目標地点,地震　津波　,土砂災害予測地域　,☆,☆☆☆,,,,17,135.804028,33.471699,,,,100,,33,33,串本町大島77,
串本町,里川集会所,避難所を兼ねる避難場所,,,洪水　地震　津波　,土砂災害予測地域　,☆☆☆,☆☆☆,耐震　,○,アルファ米、無線機,90,135.657363,33.542866,,,,57,,19,19,串本町里川636,
串本町,法雲寺,避難所を兼ねる避難場所,,津波避難目標地点,洪水　地震　,,,,,,,7,135.770172,33.487142,,,,144,,48,48,串本町二色227,
串本町,平松コミュニティセンター,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,○,アルファ米、保存水、毛布,66,135.768179,33.455707,,,,108,,36,36,串本町潮岬360-1,
串本町,萩尾塔石集会所,避難所を兼ねる避難場所,,,洪水　崖崩れ・土石流及び地滑り　地震　津波　,,☆☆☆,☆☆☆,耐震　,○,アルファ米、保存水、毛布,75,135.776395,33.453521,,,,99,,33,33,串本町潮岬807-1,
串本町,南丁寺,避難所を兼ねる避難場所,,,地震　津波　,,,☆☆☆,,,,24,135.828372,33.457511,,,,84,,28,28,串本町須江25,
串本町,徳泉寺,避難所を兼ねる避難場所,,,地震　津波　,土砂災害予測地域　,,☆☆☆,,○,無線機,29,135.785942,33.496228,,,,183,,61,61,串本町鬮野川214,
串本町,東地花卉集荷施設,避難所を兼ねる避難場所,,津波避難目標地点,崖崩れ・土石流及び地滑り　地震　津波　,,,☆☆☆,耐震　,,,38,135.657767,33.498673,,,,101,,34,34,串本町和深1851,
